id,category,pegi,commentCount,commentScore,appSizeMB,downloads,ranking,FirstRGB,FirstHEX,FirstHSL,SecondRGB,SecondHEX,SecondHSL
806,Music,3,29587,3.9,3.0,1000000,49,"(16, 27, 53)",#101b35,"(222, 54%, 14%)","(177, 179, 168)",#b1b3a8,"(70, 7%, 68%)"
807,Music,3,105575,4.2,-1.0,1000000,51,"(91, 98, 95)",#5b625f,"(154, 4%, 37%)","(214, 195, 173)",#d6c3ad,"(32, 33%, 76%)"
808,Music,3,105575,4.2,-1.0,1000000,51,"(161, 155, 159)",#a19b9f,"(320, 3%, 62%)","(27, 75, 92)",#1b4b5c,"(195, 55%, 23%)"
809,Music,3,4302,4.6,29.0,500000,52,"(59, 53, 53)",#3b3535,"(0, 5%, 22%)","(226, 190, 173)",#e2bead,"(19, 48%, 78%)"
810,Music,3,4302,4.6,29.0,500000,52,"(74, 78, 79)",#4a4e4f,"(192, 3%, 30%)","(220, 210, 205)",#dcd2cd,"(19, 18%, 83%)"
811,Music,3,20991,3.3,168.0,1000000,53,"(36, 76, 126)",#244c7e,"(213, 56%, 32%)","(213, 206, 219)",#d5cedb,"(272, 15%, 83%)"
812,Music,3,20991,3.3,168.0,1000000,53,"(26, 48, 101)",#1a3065,"(222, 59%, 25%)","(215, 170, 179)",#d7aab3,"(348, 36%, 75%)"
813,Music,3,52779,4.5,115.0,10000000,54,"(55, 140, 238)",#378cee,"(212, 84%, 56%)","(215, 216, 228)",#d7d8e4,"(235, 19%, 87%)"
814,Music,3,52779,4.5,115.0,10000000,54,"(93, 31, 167)",#5d1fa7,"(267, 69%, 39%)","(223, 192, 191)",#dfc0bf,"(1, 33%, 81%)"
815,Music,12,568719,4.6,-1.0,5000000,55,"(54, 102, 113)",#366671,"(191, 35%, 33%)","(204, 235, 238)",#ccebee,"(185, 50%, 87%)"
816,Music,12,568719,4.6,-1.0,5000000,55,"(223, 216, 209)",#dfd8d1,"(30, 18%, 85%)","(30, 36, 30)",#1e241e,"(120, 9%, 13%)"
817,Music,3,20315,3.4,14.0,5000000,56,"(55, 82, 106)",#37526a,"(208, 32%, 32%)","(196, 92, 243)",#c45cf3,"(281, 86%, 66%)"
